sample_index,shift,severity,true_label,predicted_label,correctness,confidence,entropy,feature_distance,ood_score,augmentation_consistency,brightness,contrast,sharpness,composite_quality
7865,clean,0,3,3,1,0.70363396,0.61962605,13.319855,-1.4901161e-07,1.0,0.37188908,0.1819748,0.05318541,0.2922664
7866,clean,0,6,6,1,0.9793199,0.11362337,12.678325,2.4214387e-08,1.0,0.45638284,0.15232459,0.08058774,0.5290493
7867,clean,0,4,4,1,0.96664876,0.16775167,9.257745,-1.3038516e-07,1.0,0.49721077,0.1697992,0.040591493,0.23905446
7868,clean,0,8,8,1,0.9855849,0.0894144,7.846461,-1.3038516e-08,1.0,0.41328636,0.2262251,0.049938567,0.22074628
7869,clean,0,0,0,1,0.9920975,0.047098283,8.52658,-1.2293458e-07,1.0,0.4746528,0.12792483,0.04664518,0.36462677
7870,clean,0,6,6,1,0.98438454,0.093831316,8.26564,-1.1175871e-07,1.0,0.17518641,0.14623338,0.059775226,0.40876314
7871,clean,0,0,0,1,0.9968088,0.023203861,8.990087,-1.4272518e-07,1.0,0.36284724,0.2061962,0.039411858,0.19113672
7872,clean,0,9,9,1,0.99975044,0.0023559616,15.6465845,-2.7066562e-09,1.0,0.6492149,0.291465,0.1096714,0.37627506
7873,clean,0,1,1,1,0.99986696,0.0014826959,8.23893,1.01470505e-07,1.0,0.7003562,0.21478716,0.1308,0.60897213
7874,clean,0,6,6,1,0.9662194,0.18034735,10.424324,-1.4901161e-08,1.0,0.44180965,0.1755736,0.059624948,0.33959892
7875,clean,0,2,2,1,0.59980977,1.2712579,9.483555,0.0,0.6666667,0.5976307,0.21904911,0.10714102,0.4891165
7876,clean,0,1,1,1,1.0,7.4734527e-07,26.450811,0.0,1.0,0.402788,0.2308565,0.046776284,0.20261973
7877,clean,0,0,0,1,0.7279788,0.92761886,10.001837,0.0,0.6666667,0.39168838,0.108753406,0.03153753,0.28998852
7878,clean,0,1,1,1,0.999772,0.002308334,12.282452,2.4597102e-07,1.0,0.5848601,0.27288803,0.09947588,0.3645287
7879,clean,0,3,3,1,0.8669945,0.49469906,10.436246,0.0,1.0,0.31900787,0.15802762,0.04281834,0.2709531
7880,clean,0,0,0,1,0.99955326,0.0044658324,7.8769484,-2.0838343e-08,1.0,0.7442274,0.29736644,0.15165037,0.5099763
7881,clean,0,3,4,0,0.8044091,0.75575364,8.511083,0.0,1.0,0.28933442,0.16821863,0.036253974,0.21551572
7882,clean,0,7,7,1,0.9771278,0.13780469,6.5147724,-1.4901161e-08,1.0,0.361683,0.17678286,0.07733604,0.437461
7883,clean,0,9,9,1,0.9680136,0.18757787,10.136463,2.9802322e-08,1.0,0.4728605,0.23952067,0.09508865,0.39699396
7884,clean,0,9,1,0,0.77873033,0.6772329,11.879952,-2.9802322e-08,0.6666667,0.49840817,0.20992328,0.08626177,0.4109185
7885,clean,0,3,3,1,0.82551533,0.57798564,10.713414,-1.3411045e-07,1.0,0.52896243,0.18150954,0.07263614,0.4001759
7886,clean,0,7,7,1,0.9999682,0.00038414146,20.91129,-1.0149961e-09,1.0,0.48544988,0.2201626,0.10186935,0.46269843
7887,clean,0,5,5,1,0.56054115,1.1668661,7.563102,1.1920929e-07,0.6666667,0.43553665,0.22045998,0.08800699,0.3991953
7888,clean,0,7,7,1,0.99777395,0.016726695,18.585354,-1.9092113e-08,1.0,0.50440663,0.260369,0.093446344,0.35889825
7889,clean,0,1,1,1,0.9999163,0.0009136825,10.996096,-7.006747e-09,1.0,0.76135755,0.25515616,0.1474481,0.5778716
7890,clean,0,6,6,1,0.9742113,0.12686867,12.476068,-1.1175871e-08,1.0,0.45738104,0.18054612,0.089441754,0.49539286
7891,clean,0,6,6,1,0.9927362,0.052574843,5.3235397,1.9557774e-08,1.0,0.47123802,0.23328876,0.06155451,0.26385432
7892,clean,0,1,1,1,0.54141355,0.7131517,12.476886,-5.9604645e-08,0.0,0.45194802,0.20722571,0.11894878,0.57400316
7893,clean,0,1,1,1,0.9887,0.07331129,9.657753,1.21071935e-08,1.0,0.41496375,0.27703783,0.091355704,0.32975775
7894,clean,0,1,1,1,0.9998344,0.0016137257,14.313374,9.177893e-08,1.0,0.6000652,0.3285803,0.19460432,0.59225625
7895,clean,0,4,4,1,0.87151045,0.48605394,8.418413,-1.4901161e-08,1.0,0.5512498,0.18532881,0.083200336,0.44893122
7896,clean,0,4,4,1,0.8726824,0.54464066,8.358879,-1.4901161e-08,1.0,0.4990388,0.10356089,0.065814175,0.63550574
7897,clean,0,2,2,1,0.8209956,0.4749198,14.294631,4.4703484e-08,1.0,0.5531723,0.26573697,0.084117986,0.31654483
7898,clean,0,1,1,1,0.99608046,0.0305089,9.053711,1.3271347e-07,1.0,0.39263812,0.21396664,0.080724895,0.37727618
7899,clean,0,7,7,1,0.54185814,1.3389676,10.090774,-5.9604645e-08,1.0,0.40525046,0.25559616,0.092219025,0.3607983
7900,clean,0,0,0,1,0.76775897,0.5586049,10.228658,2.9802322e-08,0.6666667,0.5440653,0.2783218,0.092479214,0.33227322
7901,clean,0,1,1,1,0.9779012,0.11834198,7.204484,-2.4214387e-08,1.0,0.4547565,0.2770483,0.18477947,0.6669552
7902,clean,0,2,2,1,0.988357,0.08172629,5.6213946,-4.656613e-09,1.0,0.3834444,0.21141578,0.052712694,0.2493307
7903,clean,0,1,1,1,0.8939631,0.5283264,15.24842,1.1920929e-07,1.0,0.4247153,0.25852624,0.076242715,0.2949117
7904,clean,0,1,1,1,0.9352006,0.26444665,9.933344,-1.4901161e-08,1.0,0.66226643,0.30031934,0.1252312,0.41699207
7905,clean,0,3,3,1,0.9786461,0.12173624,8.418319,-1.2665987e-07,1.0,0.31532755,0.1542208,0.038278602,0.24820487
7906,clean,0,2,2,1,0.4829475,0.9019372,10.081309,5.9604645e-08,0.0,0.37140906,0.19499458,0.049673073,0.2547395
7907,clean,0,6,6,1,0.9963871,0.027110001,10.495896,1.2805685e-08,1.0,0.44703844,0.21082419,0.038485773,0.18254827
7908,clean,0,9,9,1,0.74372,0.97300875,11.503757,2.9802322e-08,0.33333334,0.43434182,0.29548636,0.11606283,0.3927844
7909,clean,0,1,1,1,0.79956764,0.7008441,11.993449,-2.9802322e-08,1.0,0.47819266,0.2764489,0.09210543,0.33317223
7910,clean,0,3,3,1,0.62884146,0.8317705,6.2368727,-1.4901161e-07,1.0,0.44824478,0.24797402,0.053451486,0.2155519
7911,clean,0,2,2,1,0.9996854,0.0033046512,12.041886,2.0198058e-08,1.0,0.31972274,0.21801741,0.047913127,0.21976642
7912,clean,0,0,0,1,0.6296479,0.88121057,10.521729,0.0,0.6666667,0.53718597,0.21846451,0.07330608,0.33554992
7913,clean,0,8,8,1,0.8583928,0.56099737,9.468351,1.4901161e-08,1.0,0.5315219,0.23101385,0.089560956,0.38768485
7914,clean,0,7,7,1,0.939984,0.28998393,5.7378407,2.9802322e-08,1.0,0.4810994,0.14904858,0.07365238,0.49414685
7915,clean,0,3,3,1,0.9898948,0.06372163,13.315569,1.7695129e-08,1.0,0.4811262,0.21525994,0.05048961,0.23455071
7916,clean,0,4,4,1,0.92542374,0.36206803,8.98802,7.450581e-09,0.6666667,0.32090482,0.1808036,0.03637404,0.20117873
7917,clean,0,6,2,0,0.557817,1.1951615,9.946105,0.0,0.6666667,0.39467168,0.1273326,0.036152154,0.28391686
7918,clean,0,4,4,1,0.4997568,1.3622078,7.396137,0.0,0.6666667,0.30544707,0.28230068,0.078083135,0.27659464
7919,clean,0,6,6,1,0.99895334,0.009984066,9.154665,-2.3748726e-08,1.0,0.74250287,0.2323855,0.15547946,0.66905546
7920,clean,0,9,9,1,0.9274019,0.32891732,9.900994,-7.450581e-09,1.0,0.53444654,0.20191425,0.06846462,0.33907604
7921,clean,0,4,4,1,0.5979074,1.0847527,8.254478,5.9604645e-08,0.6666667,0.22334433,0.13151683,0.03357792,0.25531077
7922,clean,0,8,8,1,0.907825,0.385222,12.192787,-7.450581e-09,1.0,0.41101286,0.20549513,0.043585613,0.21209943
7923,clean,0,9,9,1,0.99449867,0.040037524,6.649971,2.514571e-08,1.0,0.37940922,0.19281468,0.07078731,0.36712426
7924,clean,0,3,5,0,0.46844852,1.0149128,6.395626,5.9604645e-08,0.33333334,0.44378194,0.12918746,0.03367109,0.2606354
7925,clean,0,0,0,1,0.9877407,0.06839386,8.316647,-1.03376806e-07,1.0,0.55746144,0.27241212,0.038851187,0.14261863
7926,clean,0,5,5,1,0.9531333,0.19990835,11.1384735,1.1920929e-07,1.0,0.57624596,0.21940768,0.078786105,0.35908383
7927,clean,0,7,7,1,0.8481765,0.5850252,9.3547945,-1.4901161e-08,1.0,0.3388225,0.13278146,0.027858634,0.20980658
7928,clean,0,2,2,1,0.99852234,0.013641713,5.3456197,-1.0023359e-07,1.0,0.499086,0.118788816,0.044465754,0.37432295
7929,clean,0,0,0,1,0.99393326,0.037714846,7.8820896,-1.3411045e-07,1.0,0.48362955,0.1644813,0.045566086,0.2770273
7930,clean,0,2,0,0,0.98047686,0.10305407,9.176494,0.0,1.0,0.6861954,0.2820528,0.13706769,0.48596293
7931,clean,0,9,6,0,0.3603629,1.865784,14.130911,0.0,0.0,0.4560407,0.23681904,0.10480694,0.44255942
7932,clean,0,9,0,0,0.9129902,0.395901,10.830958,8.940697e-08,1.0,0.55833465,0.2380833,0.09145134,0.38411328
7933,clean,0,3,2,0,0.60182804,1.1807277,8.263116,0.0,0.33333334,0.3395425,0.12494864,0.033895317,0.27127182
7934,clean,0,8,8,1,0.99995375,0.0005457307,15.331188,-2.1391315e-09,1.0,0.45718315,0.1787034,0.04892775,0.27379152
7935,clean,0,7,7,1,0.3454257,1.4498427,7.724903,-1.1920929e-07,0.6666667,0.35835505,0.11804905,0.037210017,0.31520545
7936,clean,0,1,1,1,0.9999653,0.0003943517,13.328753,-1.200533e-09,1.0,0.58396524,0.19857195,0.11241911,0.5661351
7937,clean,0,1,1,1,0.9999937,8.7686334e-05,12.95286,-3.9108272e-11,1.0,0.3879187,0.2012754,0.060237736,0.2992787
7938,clean,0,2,2,1,0.85707045,0.50837654,10.185836,-1.0430813e-07,1.0,0.70334584,0.2100124,0.14684041,0.6991954
7939,clean,0,2,2,1,0.98900175,0.07578164,6.476727,1.8626451e-09,1.0,0.4925054,0.2225304,0.06840864,0.3074112
7940,clean,0,2,2,1,0.70521593,0.91798085,8.272801,-8.940697e-08,1.0,0.2185662,0.11637443,0.014254211,0.122484714
7941,clean,0,5,2,0,0.78516173,0.8340216,7.672832,-7.4505806e-08,1.0,0.25585687,0.1445108,0.025520667,0.17659919
7942,clean,0,9,9,1,0.8806754,0.59546345,11.039969,2.9802322e-08,1.0,0.38409033,0.18051855,0.06807611,0.37711212
7943,clean,0,1,1,1,0.9849396,0.09576832,9.881105,2.6077032e-08,1.0,0.3568002,0.2348664,0.12463667,0.53066826
7944,clean,0,2,2,1,0.9529213,0.19355553,13.410865,-1.8626451e-08,1.0,0.5489813,0.13769332,0.059938487,0.4353011
7945,clean,0,6,6,1,0.97132933,0.15890203,12.54864,0.0,1.0,0.38827106,0.13005447,0.054371275,0.41806218
7946,clean,0,1,1,1,0.9998975,0.0010820202,14.292466,-1.0506483e-08,1.0,0.4180862,0.14892444,0.060037497,0.40313795
7947,clean,0,2,6,0,0.53303564,1.1209846,8.930672,-5.9604645e-08,0.6666667,0.55337524,0.22716217,0.09844782,0.43337932
7948,clean,0,1,1,1,0.99961746,0.0036057122,7.8856883,-2.7182978e-08,1.0,0.3308096,0.15616728,0.039049104,0.25004503
7949,clean,0,8,8,1,0.9989986,0.009426175,9.35015,9.429641e-09,1.0,0.40588495,0.23754963,0.057688072,0.24284537
7950,clean,0,9,9,1,0.94075936,0.24445859,11.8001375,2.9802322e-08,1.0,0.6917599,0.31630912,0.16966712,0.53639483
7951,clean,0,2,2,1,0.9943382,0.036707044,8.669285,7.916242e-09,1.0,0.3815883,0.18174899,0.033562254,0.18466166
7952,clean,0,3,0,0,0.5066606,1.3648779,13.145171,0.0,1.0,0.4840814,0.099111736,0.039067157,0.39416888
7953,clean,0,1,1,1,0.9554701,0.25377518,12.543214,-2.3469329e-07,1.0,0.5097656,0.21931624,0.0800514,0.36500275
7954,clean,0,9,9,1,0.9969014,0.021512073,7.727698,2.4680048e-08,1.0,0.4652497,0.24904492,0.07338436,0.29466197
7955,clean,0,9,9,1,0.9994987,0.004843945,8.64674,-1.2980308e-08,1.0,0.3723627,0.206323,0.061236344,0.296797
7956,clean,0,4,9,0,0.72658104,1.0515475,11.825243,-2.9802322e-08,0.33333334,0.4680083,0.28709665,0.15409948,0.53674936
7957,clean,0,4,4,1,0.97205657,0.13423157,10.331729,9.313226e-09,1.0,0.4444368,0.17107542,0.05300577,0.3098368
7958,clean,0,5,5,1,0.6849481,0.9424129,7.058986,1.1920929e-07,0.6666667,0.33005258,0.14520632,0.029643591,0.20414668
7959,clean,0,5,5,1,0.626145,1.210889,8.408123,-8.940697e-08,0.33333334,0.45967758,0.18418708,0.04075135,0.22124857
7960,clean,0,0,0,1,0.8337737,0.67609036,10.483192,-4.4703484e-08,1.0,0.74545425,0.23339032,0.11097437,0.4754863
7961,clean,0,3,3,1,0.46607557,1.280813,8.758029,1.1920929e-07,0.33333334,0.3317134,0.17158869,0.07290659,0.42488912
7962,clean,0,3,5,0,0.44535685,1.4567916,8.460897,0.0,0.6666667,0.42003426,0.18456165,0.068744905,0.37247464
7963,clean,0,7,7,1,0.9179249,0.3733612,5.6238356,9.685755e-08,1.0,0.39866218,0.25279453,0.08233769,0.32570863
7964,clean,0,1,1,1,0.9999522,0.00055416476,20.142626,-2.2882887e-09,1.0,0.55331016,0.20791234,0.074398525,0.3578343
7965,clean,0,7,7,1,0.9996674,0.0034156146,12.397119,1.2770761e-07,1.0,0.4960861,0.26655143,0.09226981,0.34616005
7966,clean,0,7,7,1,0.9795202,0.117922634,8.583476,1.2479722e-07,1.0,0.32935563,0.21909228,0.07059953,0.32223505
7967,clean,0,9,1,0,0.66790676,1.1377058,15.289929,-1.4901161e-07,0.6666667,0.27926624,0.1313845,0.0454094,0.34561956
7968,clean,0,8,8,1,0.9999788,0.00025842938,11.816099,-4.5110937e-10,1.0,0.4763991,0.2252363,0.049800012,0.22110021
7969,clean,0,6,6,1,0.77989864,0.62309945,14.455493,-1.4901161e-08,1.0,0.46419403,0.23640527,0.105222665,0.44509253
7970,clean,0,3,3,1,0.642393,0.8891688,9.579381,-2.9802322e-08,0.6666667,0.79100543,0.21952748,0.14466316,0.65897214
7971,clean,0,5,5,1,0.96847534,0.16132176,8.690871,0.0,1.0,0.48081088,0.20281902,0.03845359,0.18959466
7972,clean,0,5,5,1,0.95383185,0.19532514,9.391945,-2.9802322e-08,1.0,0.5237222,0.19976555,0.07438045,0.37233686
7973,clean,0,1,1,1,0.99997675,0.00030788197,9.549307,-5.366019e-10,1.0,0.37142184,0.19130047,0.080242656,0.41945657
7974,clean,0,6,6,1,0.8413027,0.5285148,6.531678,1.4901161e-08,1.0,0.583498,0.1882939,0.073724225,0.39153597
7975,clean,0,2,2,1,0.9943236,0.03879896,6.9739494,-9.9185854e-08,1.0,0.49185693,0.18243203,0.057386592,0.31456253
7976,clean,0,7,7,1,0.8479462,0.60406846,6.6606083,1.4901161e-08,1.0,0.4845346,0.18207155,0.08006747,0.43975586
7977,clean,0,8,8,1,0.9580853,0.17896388,7.496538,-2.2351742e-08,1.0,0.4187615,0.23283914,0.024902444,0.10695083
7978,clean,0,4,4,1,0.98456013,0.10037378,6.2817817,-1.3038516e-08,1.0,0.3295101,0.104525276,0.014299921,0.13680695
7979,clean,0,3,5,0,0.3272603,1.5668222,9.704339,0.0,0.0,0.25497472,0.18611977,0.046184808,0.24814431
7980,clean,0,3,3,1,0.74473995,0.83481747,5.98372,-2.9802322e-08,1.0,0.49496272,0.17692871,0.070934296,0.40091795
7981,clean,0,5,2,0,0.5347509,0.72364575,15.098628,0.0,0.6666667,0.5380706,0.19556268,0.048251763,0.24673173
7982,clean,0,9,9,1,0.9997147,0.0028394496,9.424937,-2.1827873e-08,1.0,0.4540901,0.1881892,0.06660907,0.3539455
7983,clean,0,6,8,0,0.5402813,1.2843828,12.308954,0.0,1.0,0.49668992,0.14938664,0.06118707,0.4095859
7984,clean,0,8,8,1,0.999951,0.00056937494,10.648443,-2.401066e-09,1.0,0.3894212,0.14127941,0.04085717,0.28919202
7985,clean,0,5,5,1,0.8979248,0.39761934,9.218363,1.4901161e-08,1.0,0.34904644,0.2704841,0.056636978,0.20939037
7986,clean,0,1,1,1,0.99987996,0.0012780474,17.372116,-1.439912e-08,1.0,0.5045126,0.24711213,0.068479486,0.27711797
7987,clean,0,0,0,1,0.9999356,0.00076011795,10.592001,-4.147296e-09,1.0,0.36483607,0.09558773,0.046162356,0.48292676
7988,clean,0,6,6,1,0.92598486,0.34664723,9.200628,0.0,1.0,0.43232998,0.1708281,0.06680679,0.39107385
7989,clean,0,7,5,0,0.55804604,1.1379172,9.248521,0.0,0.6666667,0.52846074,0.20289537,0.047323585,0.23324017
7990,clean,0,0,0,1,0.75497913,0.7184005,8.598838,-2.0861626e-07,0.6666667,0.64628524,0.15062985,0.062109724,0.41233072
7991,clean,0,9,9,1,0.99484926,0.03240548,13.992579,-2.3748726e-08,1.0,0.49403337,0.23761445,0.08428552,0.35471398
7992,clean,0,6,6,1,0.9986959,0.011363096,12.959622,2.561137e-08,1.0,0.3930236,0.17055106,0.112178005,0.6577347
7993,clean,0,2,0,0,0.43928277,1.4036393,12.224487,0.0,0.6666667,0.5954861,0.23819016,0.07900584,0.33169088
7994,clean,0,0,0,1,0.99596906,0.03075146,5.2239523,1.359731e-07,1.0,0.66914576,0.10122739,0.061003882,0.6026361
7995,clean,0,8,8,1,0.9999145,0.0009215867,13.317474,-7.2977855e-09,1.0,0.6629979,0.24891776,0.08787126,0.35301182
7996,clean,0,7,7,1,0.81659067,0.64213365,7.9981103,1.4901161e-08,1.0,0.47207543,0.21907145,0.100484595,0.45868203
7997,clean,0,1,1,1,0.9998938,0.0011525331,17.299181,-1.1270458e-08,1.0,0.60845596,0.27146563,0.07938236,0.2924203
7998,clean,0,2,2,1,0.4764246,1.0867268,10.99506,5.9604645e-08,1.0,0.7149957,0.24776421,0.13381743,0.5400978
7999,clean,0,6,6,1,0.9230336,0.3556792,8.239904,-2.9802322e-08,1.0,0.36569908,0.1437015,0.082178175,0.57186323
8000,clean,0,9,9,1,0.9895738,0.059084065,15.821195,0.0,1.0,0.62674254,0.23744704,0.09262895,0.39010197
8001,clean,0,1,1,1,0.9810859,0.10481091,13.134874,1.3783574e-07,1.0,0.28836423,0.20759927,0.054186188,0.26101214
8002,clean,0,6,6,1,0.9905137,0.06902907,6.641568,-1.322478e-07,1.0,0.46892238,0.25720662,0.10925873,0.42478806
8003,clean,0,4,4,1,0.42942747,1.4912987,9.704983,0.0,1.0,0.4897454,0.28473523,0.13524365,0.47497872
8004,clean,0,7,3,0,0.71465,1.0266659,9.240258,-8.940697e-08,0.6666667,0.62947553,0.3431171,0.13468748,0.3925397
8005,clean,0,1,1,1,0.99906856,0.008254423,6.718593,2.561137e-08,1.0,0.6000421,0.35693306,0.15795249,0.44252566
8006,clean,0,9,9,1,0.7976397,0.8713781,11.783214,0.0,1.0,0.38887104,0.19334733,0.06392461,0.3306189
8007,clean,0,0,0,1,0.8923405,0.4033793,12.194284,-8.940697e-08,1.0,0.34769964,0.1966109,0.06941826,0.35307252
8008,clean,0,0,0,1,0.9981279,0.015006002,6.084655,-1.13854185e-07,1.0,0.80320424,0.15180635,0.107774384,0.7099418
8009,clean,0,5,3,0,0.36692214,1.3675385,7.6274176,-1.1920929e-07,0.33333334,0.31573865,0.1962068,0.030832743,0.15714332
8010,clean,0,2,2,1,0.99967074,0.0034418283,9.660825,-1.08382665e-07,1.0,0.37828076,0.2418699,0.05213668,0.21555582
8011,clean,0,8,8,1,0.73470986,0.8431221,10.526833,-5.9604645e-08,0.6666667,0.4980124,0.16579404,0.0651081,0.3927023
8012,clean,0,3,3,1,0.94996804,0.20995404,20.391314,2.9802322e-08,1.0,0.5699117,0.15243538,0.053926557,0.35376436
8013,clean,0,8,8,1,0.57595164,0.6841785,13.021783,0.0,0.33333334,0.33801827,0.22537564,0.047992904,0.21294534
8014,clean,0,2,4,0,0.84502715,0.5385768,7.4611454,1.4901161e-08,1.0,0.47562936,0.15871009,0.039174538,0.24682924
8015,clean,0,8,0,0,0.85735387,0.44164443,9.652477,4.4703484e-08,0.33333334,0.69932985,0.18952724,0.08863263,0.46764866
8016,clean,0,4,4,1,0.82839197,0.6154855,8.644471,-1.4901161e-08,1.0,0.3580372,0.19333647,0.05254892,0.27179894
8017,clean,0,0,0,1,0.96904784,0.13997443,8.070006,1.3783574e-07,1.0,0.5882455,0.24834828,0.058507916,0.23558722
8018,clean,0,8,8,1,0.99929965,0.0060759718,11.619377,-1.3969839e-08,1.0,0.5345907,0.19037263,0.05980159,0.31412748
8019,clean,0,3,3,1,0.92723656,0.27517104,14.924637,1.1920929e-07,1.0,0.3833078,0.20214586,0.07665997,0.3792291
8020,clean,0,6,5,0,0.28698704,1.6313648,9.5980215,0.0,0.33333334,0.31968573,0.22864434,0.033050854,0.14455074
8021,clean,0,1,1,1,0.99998736,0.00015516089,25.055296,-1.6007107e-10,1.0,0.49731922,0.30212468,0.09633226,0.31884828
8022,clean,0,2,2,1,0.912692,0.4247796,7.0683975,-1.1920929e-07,1.0,0.59131813,0.1991304,0.088162825,0.44273692
8023,clean,0,3,3,1,0.7059446,0.76982516,4.8692284,2.9802322e-08,0.6666667,0.38004884,0.18133421,0.06282155,0.3464388
8024,clean,0,0,0,1,0.98452014,0.08936968,5.8373275,-2.8871e-08,1.0,0.77473193,0.21620652,0.092549905,0.42806053
8025,clean,0,5,5,1,0.84564155,0.5164312,8.054819,-2.9802322e-08,1.0,0.46833384,0.29411343,0.095602416,0.32505175
8026,clean,0,0,0,1,0.9968566,0.02279001,9.463132,-1.3690442e-07,1.0,0.62537915,0.23909141,0.13384384,0.5597996
8027,clean,0,4,4,1,0.85410315,0.48919573,9.904645,4.4703484e-08,1.0,0.38513967,0.17478059,0.05678157,0.32487157
8028,clean,0,1,1,1,0.99977595,0.0021565123,7.533892,1.2860983e-07,1.0,0.34356496,0.19984637,0.0700121,0.35032785
8029,clean,0,7,7,1,0.95186484,0.26289612,6.585254,-3.3527613e-08,1.0,0.45983198,0.19153327,0.06685994,0.3490756
8030,clean,0,2,0,0,0.8946285,0.34527987,7.945012,-2.2351742e-08,1.0,0.6335593,0.3039086,0.0931793,0.30660203
8031,clean,0,0,0,1,0.9972594,0.02301794,6.801131,-2.5867485e-07,1.0,0.592739,0.25020128,0.069048196,0.27596948
8032,clean,0,1,1,1,0.99730587,0.019331954,6.8578496,-6.2864274e-09,1.0,0.4702538,0.1989772,0.083923325,0.42177147
8033,clean,0,3,3,1,0.52091646,0.7997569,8.035504,5.9604645e-08,0.0,0.3193806,0.23114671,0.050883118,0.22013249
8034,clean,0,9,9,1,0.9866649,0.07651034,8.284347,1.5832484e-08,1.0,0.6893421,0.31925613,0.14268029,0.4469134
8035,clean,0,1,1,1,0.9530526,0.26403275,12.478474,-2.6077032e-08,1.0,0.5028556,0.25515062,0.10715483,0.4199653
8036,clean,0,6,6,1,0.9862521,0.0784637,7.943977,-1.2572855e-07,1.0,0.39227054,0.32139635,0.036298983,0.11294113
8037,clean,0,1,1,1,0.99994695,0.00062077364,10.736838,-2.8194336e-09,1.0,0.75681305,0.25245965,0.13224943,0.52384174
8038,clean,0,6,6,1,0.99942636,0.0058024083,10.751833,2.834713e-08,1.0,0.5469976,0.20992409,0.07675078,0.36561033
8039,clean,0,1,1,1,0.9999902,0.00013355783,12.443992,-9.458745e-11,1.0,0.68418616,0.3048752,0.2114936,0.6937032
8040,clean,0,2,2,1,0.96909213,0.18595494,5.0451775,9.685755e-08,1.0,0.28907785,0.1642973,0.048519306,0.2953123
8041,clean,0,8,8,1,0.61632174,1.0457873,13.819289,-5.9604645e-08,0.33333334,0.48060408,0.17734401,0.06910571,0.3896682
8042,clean,0,7,7,1,0.99538136,0.03398197,7.852788,-9.1735274e-08,1.0,0.56671137,0.23025316,0.1111054,0.48253372
8043,clean,0,0,0,1,0.9607928,0.16851793,8.125649,-2.2351742e-08,1.0,0.36818454,0.15850766,0.05546555,0.34992126
8044,clean,0,9,9,1,0.88225836,0.5311907,11.036201,-2.9802322e-08,1.0,0.410635,0.2297236,0.09013675,0.39236873
8045,clean,0,5,5,1,0.975377,0.13583809,8.8087015,2.0489097e-08,1.0,0.5326287,0.25831765,0.10521871,0.40732136
8046,clean,0,8,0,0,0.9901619,0.07303323,6.349241,1.8626451e-09,1.0,0.6566764,0.24996977,0.090521626,0.36212885
8047,clean,0,0,0,1,0.98746943,0.079758,6.1991177,1.7695129e-08,1.0,0.38045982,0.1804111,0.026402013,0.14634281
8048,clean,0,0,0,1,0.7157119,0.9878168,11.538155,-8.940697e-08,1.0,0.5669947,0.12303028,0.04959868,0.40313876
8049,clean,0,1,1,1,0.999231,0.0073826415,8.004973,4.132744e-09,1.0,0.47670165,0.23214576,0.08537367,0.36775732
8050,clean,0,7,7,1,0.46579778,1.2595158,6.7024226,0.0,0.6666667,0.52444345,0.20960361,0.08237874,0.3930197
8051,clean,0,9,9,1,0.8309504,0.5423215,8.043574,-2.9802322e-08,0.6666667,0.4663539,0.1662723,0.10736285,0.6457011
8052,clean,0,7,7,1,0.48663816,1.2751994,7.5324206,1.1920929e-07,0.6666667,0.46836832,0.2671131,0.14143553,0.5294948
8053,clean,0,1,1,1,0.9993144,0.0057141846,9.0515585,6.4610504e-09,1.0,0.34926596,0.22804607,0.07964352,0.34924158
8054,clean,0,9,9,1,0.95425594,0.20187262,15.042234,2.9802322e-08,1.0,0.6387421,0.27994856,0.14204344,0.50738937
8055,clean,0,2,2,1,0.9781983,0.11744398,7.7465568,-1.1175871e-08,1.0,0.32802415,0.15225932,0.016940638,0.11126102
8056,clean,0,1,1,1,0.99982387,0.0018039444,16.147604,1.4776015e-07,1.0,0.5153557,0.1938179,0.09879684,0.5097379
8057,clean,0,9,9,1,0.65832925,0.6869632,14.685133,-2.9802322e-08,1.0,0.6686542,0.32609072,0.18290071,0.5608873
8058,clean,0,4,4,1,0.41397956,1.3937898,13.390243,-5.9604645e-08,0.33333334,0.4606924,0.29487565,0.090092845,0.3055272
8059,clean,0,3,3,1,0.98011106,0.12216988,8.83156,-2.477318e-07,1.0,0.21442507,0.16643408,0.02751656,0.1653291
8060,clean,0,6,6,1,0.99797803,0.015818486,8.85313,1.6065314e-08,1.0,0.30390498,0.16642201,0.057361208,0.34467113
8061,clean,0,0,0,1,0.9949586,0.034662984,7.145546,2.6077032e-08,1.0,0.8770463,0.10721835,0.12462421,1.1623294
8062,clean,0,2,2,1,0.99611145,0.027986307,10.528534,1.9557774e-08,1.0,0.40475258,0.15371802,0.056750983,0.36918646
8063,clean,0,0,0,1,0.99789447,0.018589659,7.119632,2.7706847e-08,1.0,0.61139584,0.20115574,0.17070007,0.8485924
8064,clean,0,0,0,1,0.89116603,0.395297,9.100422,2.9802322e-08,1.0,0.6519378,0.16110933,0.07232337,0.44890586
8065,clean,0,9,9,1,0.99967563,0.0031050195,12.254603,1.3940735e-08,1.0,0.47564974,0.19243848,0.07116232,0.36979064
8066,clean,0,9,5,0,0.6663697,0.8786706,13.8488,2.9802322e-08,0.6666667,0.60457647,0.25695089,0.1524533,0.5933146
8067,clean,0,8,8,1,0.99753404,0.018612508,10.177991,-1.6065314e-08,1.0,0.4525646,0.19566828,0.05606988,0.28655434
8068,clean,0,9,9,1,0.9545155,0.2564583,10.672184,-1.4901161e-08,1.0,0.50569725,0.17808683,0.08483434,0.47636235
